--------- beginning of system
11-21 15:00:21.043 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_934, appType = 1, type = SVC_REQ, clientId = 0, token = 2830, payloadLen = 20, result = 0, payload.size() = 20
11-21 15:00:21.047 D/commandrouter( 1006): mcu_healthcheck_934 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 2830, service client ID = 5, token ID = 10826, result = 0
11-21 15:00:21.628 I/chatty  ( 1186): uid=1000(system) android.ui expire 11 lines
11-21 15:02:33.743 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:02:33.743 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:02:33.743 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:02:33.743 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:02:43.572 I/chatty  ( 1006): uid=1000(system) /vendor/bin/commandrouter expire 10 lines
11-21 15:02:53.271 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:02:54.702 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 51 lines
11-21 15:02:54.721 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:02:54.721 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:02:54.721 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:02:54.721 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:03:00.319 D/mculinkhealth( 1029): isMcuReachable 1 (5 ms)
11-21 15:03:13.372 I/chatty  ( 1186): uid=1000(system) android.ui expire 12 lines
11-21 15:03:19.025 I/chatty  ( 1186): uid=1000(system) LazyTaskWriterT expire 10 lines
11-21 15:03:24.583 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:03:24.583 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:03:24.583 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:03:24.583 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:03:30.324 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:03:36.166 I/chatty  ( 1186): uid=1000(system) Binder:1186_2 expire 8 lines
11-21 15:03:43.322 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:03:43.560 I/chatty  ( 1006): uid=1000(system) HwBinder:1006_2 expire 10 lines
11-21 15:03:44.516 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:03:44.516 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:03:44.516 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:03:44.516 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:03:53.561 I/chatty  ( 1006): uid=1000(system) /vendor/bin/commandrouter expire 10 lines
11-21 15:03:56.599 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 11 lines
11-21 15:04:00.328 D/mculinkhealth( 1029): isMcuReachable 1 (3 ms)
11-21 15:04:03.783 I/chatty  ( 1186): uid=1000(system) android.ui expire 12 lines
11-21 15:04:15.564 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:04:15.564 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:04:15.564 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:04:15.564 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:04:30.335 D/mculinkhealth( 1029): isMcuReachable 1 (5 ms)
11-21 15:04:33.520 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:04:33.964 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 32 lines
11-21 15:04:34.770 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:04:34.770 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:04:34.770 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:04:34.770 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:04:53.682 I/chatty  ( 1186): uid=1000(system) android.ui expire 12 lines
11-21 15:04:56.185 I/chatty  ( 1186): uid=1000(system) Binder:1186_19 expire 9 lines
11-21 15:05:00.339 I/chatty  ( 1006): uid=1000(system) /vendor/bin/commandrouter expire 10 lines
11-21 15:05:00.339 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:05:04.528 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 11 lines
11-21 15:05:04.687 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:05:04.687 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:05:04.687 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:05:04.687 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:05:04.944 I/chatty  ( 1186): uid=1000 system_server expire 1 line
11-21 15:05:23.183 I/chatty  ( 1186): uid=1000(system) android.display expire 10 lines
11-21 15:05:23.578 I/chatty  ( 1006): uid=1000(system) HwBinder:1006_2 expire 7 lines
11-21 15:05:24.164 I/chatty  ( 1186): uid=1000(system) WifiP2pService expire 10 lines
11-21 15:05:24.203 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:05:24.655 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 63 lines
11-21 15:05:25.513 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:05:25.513 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:05:25.513 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:05:25.513 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:05:25.644 I/chatty  ( 1186): uid=1000(system) android.fg expire 10 lines
11-21 15:05:30.340 I/chatty  ( 1006): uid=1000(system) HwBinder:1006_F expire 2 lines
11-21 15:05:30.344 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:05:41.019 I/chatty  ( 1186): uid=1000(system) Binder:1186_10 expire 1 line
11-21 15:05:42.686 I/chatty  ( 1006): uid=1000(system) HwBinder:1006_F expire 1 line
11-21 15:05:42.692 I/chatty  ( 1186): uid=1000 system_server expire 1 line
11-21 15:05:42.873 I/chatty  ( 1186): uid=1000(system) batterystats-wo expire 1 line
11-21 15:05:43.012 I/chatty  ( 1186): uid=1000 system_server expire 1 line
11-21 15:05:44.442 I/chatty  ( 1186): uid=1000(system) android.ui expire 12 lines
11-21 15:05:47.209 I/chatty  ( 1186): uid=1000(system) Binder:1186_13 expire 8 lines
11-21 15:05:52.581 I/chatty  ( 1186): uid=1000(system) Binder:1186_A expire 5 lines
11-21 15:05:55.614 I/wificond(  911): Fail RSSI polling because wifi is not associated.
11-21 15:05:55.887 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:05:55.887 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:05:55.887 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:05:55.887 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:06:00.348 I/chatty  ( 1006): uid=1000(system) /vendor/bin/commandrouter expire 7 lines
11-21 15:06:00.348 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:06:00.964 I/chatty  ( 1186): uid=1000(system) DeviceStorageMo expire 10 lines
11-21 15:06:04.798 I/chatty  ( 1186): uid=1000(system) LazyTaskWriterT expire 10 lines
11-21 15:06:10.014 I/chatty  ( 1186): uid=1000 system_server expire 1 line
11-21 15:06:14.687 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:06:15.895 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 20 lines
11-21 15:06:16.488 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:06:16.488 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:06:16.488 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:06:16.488 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:06:30.349 I/chatty  ( 1006): uid=1000(system) HwBinder:1006_F expire 1 line
11-21 15:06:30.353 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:06:33.503 I/chatty  ( 1006): uid=1000(system) HwBinder:1006_2 expire 2 lines
11-21 15:06:34.771 I/chatty  ( 1186): uid=1000(system) android.ui expire 10 lines
11-21 15:06:38.195 I/chatty  ( 1186): uid=1000(system) Binder:1186_5 expire 10 lines
11-21 15:06:38.335 I/chatty  ( 1186): uid=1000(system) Binder:1186_8 expire 7 lines
11-21 15:06:43.501 I/chatty  ( 1006): uid=1000(system) /vendor/bin/commandrouter expire 2 lines
11-21 15:06:46.467 I/wificond(  911): Fail RSSI polling because wifi is not associated.
11-21 15:06:46.484 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 33 lines
11-21 15:06:47.453 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:06:47.453 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:06:47.453 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:06:47.453 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:06:53.500 I/chatty  ( 1006): uid=1000(system) HwBinder:1006_2 expire 1 line
11-21 15:06:56.623 I/chatty  ( 1186): uid=1000(system) android.ui expire 14 lines
11-21 15:07:00.354 I/chatty  ( 1006): uid=1000(system) HwBinder:1006_F expire 1 line
11-21 15:07:00.357 I/chatty  ( 1006): uid=1000(system) /vendor/bin/commandrouter expire 3 lines
11-21 15:07:00.359 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:07:03.496 I/chatty  ( 1006): uid=1000(system) HwBinder:1006_2 expire 2 lines
11-21 15:07:06.241 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:07:08.666 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:07:08.666 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:07:08.666 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:07:08.666 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:07:08.694 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 15 lines
11-21 15:07:21.107 I/chatty  ( 1006): uid=1000(system) HwBinder:1006_1 expire 1 line
11-21 15:07:21.111 I/chatty  ( 1006): uid=1000(system) /vendor/bin/commandrouter expire 2 lines
11-21 15:07:23.497 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49795, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:07:30.360 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5675, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:07:30.363 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5675, service client ID = 40, token ID = 10849, result = 0
11-21 15:07:30.363 D/mculinkhealth( 1029): isMcuReachable 1 (3 ms)
11-21 15:07:33.495 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49796
11-21 15:07:33.496 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49796, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:07:35.967 I/chatty  ( 1186): uid=1000 system_server expire 2 lines
11-21 15:07:38.663 I/wificond(  911): Fail RSSI polling because wifi is not associated.
11-21 15:07:39.244 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:07:39.244 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:07:39.244 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:07:39.244 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:07:39.252 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 26 lines
11-21 15:07:43.485 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49797
11-21 15:07:43.485 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49797, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:07:50.169 I/chatty  ( 1186): uid=1000(system) Binder:1186_12 expire 8 lines
11-21 15:07:53.471 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49798
11-21 15:07:53.471 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49798, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:07:58.422 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:08:00.014 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:08:00.014 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:08:00.014 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:08:00.014 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:08:00.026 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 14 lines
11-21 15:08:00.364 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5676, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:08:00.367 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5676, service client ID = 40, token ID = 10850, result = 0
11-21 15:08:00.368 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:08:03.462 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49799
11-21 15:08:03.463 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49799, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:08:13.445 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49800
11-21 15:08:13.445 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49800, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:08:18.408 I/chatty  ( 1186): uid=1000(system) android.ui expire 12 lines
11-21 15:08:21.112 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_934, appType = 1, type = SVC_REQ, clientId = 0, token = 2838, payloadLen = 20, result = 0, payload.size() = 20
11-21 15:08:21.116 D/commandrouter( 1006): mcu_healthcheck_934 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 2838, service client ID = 5, token ID = 10851, result = 0
11-21 15:08:21.227 I/chatty  ( 1186): uid=1000(system) Binder:1186_F expire 1 line
11-21 15:08:23.432 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49801
11-21 15:08:23.433 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49801, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:08:29.854 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:08:29.854 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:08:29.854 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:08:29.854 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:08:29.880 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 28 lines
11-21 15:08:30.368 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5677, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:08:30.371 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5677, service client ID = 40, token ID = 10852, result = 0
11-21 15:08:30.371 D/mculinkhealth( 1029): isMcuReachable 1 (3 ms)
11-21 15:08:33.423 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49802
11-21 15:08:33.424 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49802, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:08:41.172 I/chatty  ( 1186): uid=1000(system) Binder:1186_C expire 8 lines
11-21 15:08:43.409 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49803
11-21 15:08:43.412 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49803, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:08:45.462 I/chatty  ( 1186): uid=1000(system) LazyTaskWriterT expire 10 lines
11-21 15:08:49.248 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:08:49.644 I/chatty  ( 1186): uid=1000(system) WifiHandlerThre expire 5 lines
11-21 15:08:50.677 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:08:50.677 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:08:50.677 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:08:50.677 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:08:50.862 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 14 lines
11-21 15:08:53.401 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49804
11-21 15:08:53.401 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49804, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:09:00.372 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5678, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:09:00.376 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5678, service client ID = 40, token ID = 10853, result = 0
11-21 15:09:00.376 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:09:03.391 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49805
11-21 15:09:03.391 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49805, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:09:09.393 I/chatty  ( 1186): uid=1000(system) android.ui expire 10 lines
11-21 15:09:13.386 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49806
11-21 15:09:13.386 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49806, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:09:20.558 I/wificond(  911): Fail RSSI polling because wifi is not associated.
11-21 15:09:21.114 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:09:21.114 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:09:21.115 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:09:21.115 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:09:21.118 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_934, appType = 1, type = SVC_REQ, clientId = 0, token = 2839, payloadLen = 20, result = 0, payload.size() = 20
